comparison,weight,depth,system,view,group,denominator,card_hit_at_3,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_raw,all,30,0.9666666666666667,0.7333333333333333,0.7916666666666666,0.5844444444444445,0.6006638496749689
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_raw,evidence,20,0.95,0.75,0.7375,0.6933333333333334,0.6501956803122497
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_raw,numeric,10,1.0,0.8,0.725,0.6366666666666666,0.6082874540068094
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_raw,semantic,10,0.9,0.7,0.75,0.75,0.6921039066176901
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6632640403548333,0.9066666666666666,0.8117828116995338
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_raw,evidence,20,0.95,0.95,0.6698502886002886,0.8933333333333333,0.7676742175493009
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_raw,numeric,10,1.0,1.0,0.7045238095238096,0.9333333333333332,0.792000921150885
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_raw,semantic,10,0.9,0.9,0.6351767676767677,0.8533333333333333,0.7433475139477166
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8333333333333334,0.8166666666666667,0.6555555555555556,0.6590631111728733
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143119
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.775,0.7583333333333333,0.7046762776521539
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7583333333333333,0.7103163044939572
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.7583333333333334,0.6990362508103507
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.7064021164021165,0.9066666666666666,0.8102262354987072
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.71765873015873,0.8933333333333333,0.771899607123678
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.9333333333333332,0.8051214289021191
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6536507936507936,0.8533333333333333,0.7386777853452366
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9066666666666666,0.9295617602411513
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_raw,all,30,0.9666666666666667,0.7,0.775,0.5955555555555556,0.6032699881996185
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_raw,card,10,1.0,0.6,0.9,0.4083333333333333,0.5315748688506009
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_raw,evidence,20,0.95,0.75,0.7125,0.6891666666666667,0.6391175478741271
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6125380013878232
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_raw,semantic,10,0.9,0.7,0.7,0.725,0.665697094360431
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6691255540424339,0.9177777777777777,0.8304250290407703
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_raw,card,10,1.0,1.0,0.6587871960378353,0.95,0.9360054614577233
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_raw,evidence,20,0.95,0.95,0.674294733044733,0.9016666666666666,0.777634812832294
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_raw,numeric,10,1.0,1.0,0.7245238095238096,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_raw,semantic,10,0.9,0.9,0.6240656565656566,0.8533333333333333,0.737105116988997
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8333333333333334,0.8,0.6472222222222223,0.6564368849107124
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.5,0.6047438028571661
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.75,0.7208333333333333,0.6822834259374855
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7083333333333333,0.6919374133218793
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.7,0.7333333333333334,0.6726294385530917
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.7022354497354496,0.9177777777777777,0.8152525026776976
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.95,0.8951576109709845
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.7114087301587301,0.9016666666666666,0.775299948531054
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6411507936507936,0.8533333333333333,0.7324353883865171
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9177777777777777,0.9382904104792485
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9016666666666666,0.9258891280402999
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_raw,all,30,0.9666666666666667,0.7,0.7916666666666666,0.6038888888888889,0.6120722589520381
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_raw,card,10,1.0,0.6,0.9,0.4083333333333333,0.5315748688506009
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_raw,evidence,20,0.95,0.75,0.7375,0.7016666666666667,0.6523209540027566
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6125380013878232
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_raw,semantic,10,0.9,0.7,0.75,0.75,0.6921039066176901
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6728292577461376,0.9177777777777777,0.8325058280270102
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_raw,card,10,1.0,1.0,0.6587871960378353,0.95,0.9360054614577233
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_raw,evidence,20,0.95,0.95,0.6798502886002886,0.9016666666666666,0.7807560113116538
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_raw,numeric,10,1.0,1.0,0.7245238095238096,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_raw,semantic,10,0.9,0.9,0.6351767676767677,0.8533333333333333,0.7433475139477166
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8333333333333334,0.8166666666666667,0.6555555555555556,0.6652391556631321
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.5,0.6047438028571661
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.775,0.7333333333333333,0.6954868320661151
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7083333333333333,0.6919374133218793
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.7583333333333334,0.6990362508103507
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.7064021164021165,0.9177777777777777,0.8173333016639375
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.95,0.8951576109709845
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.71765873015873,0.9016666666666666,0.7784211470104139
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6536507936507936,0.8533333333333333,0.7386777853452366
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9177777777777777,0.9382904104792485
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9016666666666666,0.9258891280402999
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gold_query_type_selective_oracle,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
