comparison,weight,depth,system,view,group,denominator,card_hit_at_3,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,strict_exact_doc_dedup,semantic,10,0.8,0.7,0.7,0.6533333333333334,0.6543771309152026
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_exact_doc_dedup,all,30,0.9333333333333333,0.9333333333333333,0.6902513227513227,0.9038888888888889,0.8018386500100548
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.9,0.6934325396825396,0.8891666666666665,0.7593182288906993
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.9333333333333332,0.8051214289021191
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_exact_doc_dedup,semantic,10,0.8,0.8,0.6051984126984127,0.845,0.7135150288792794
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_gold_family_oracle,all,30,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.8972222222222221,0.9143558852691132
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,0.95,0.8791666666666667,0.8965338279036696
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,no_reranker,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,0.9,0.825,0.8430676558073393
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_raw,all,30,0.9666666666666667,0.6,0.7166666666666667,0.4388888888888889,0.49195732584545576
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_raw,card,10,1.0,0.6,0.8,0.31666666666666665,0.43850721304326157
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_raw,evidence,20,0.95,0.6,0.675,0.5,0.5186823822465527
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_raw,numeric,10,1.0,0.5,0.65,0.275,0.3716676701326745
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_raw,semantic,10,0.9,0.7,0.7,0.725,0.665697094360431
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_raw,all,30,0.9666666666666667,0.9333333333333333,0.6902366651535449,0.9177777777777777,0.8539177767348765
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_raw,card,10,1.0,1.0,0.6787871960378353,1.0,0.9737589844975316
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_raw,evidence,20,0.95,0.9,0.6959613997113997,0.8766666666666666,0.7939971728535491
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_raw,numeric,10,1.0,0.9,0.7678571428571429,0.9,0.8508892287181012
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_raw,semantic,10,0.9,0.9,0.6240656565656566,0.8533333333333333,0.737105116988997
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_exact_doc_dedup,all,30,0.9666666666666667,0.7333333333333333,0.7916666666666666,0.48166666666666663,0.5473002632171332
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_exact_doc_dedup,card,10,1.0,0.8,0.9,0.38666666666666666,0.5172431328663287
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_exact_doc_dedup,evidence,20,0.95,0.7,0.7375,0.5291666666666666,0.5623288283925353
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_exact_doc_dedup,numeric,10,1.0,0.6,0.775,0.325,0.45202821823197914
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.7,0.7333333333333334,0.6726294385530917
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9333333333333333,0.7375132275132275,0.926111111111111,0.8572301455288068
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.7263888888888889,1.0,0.9737589844975316
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.9,0.7430753968253968,0.8891666666666665,0.7989657260444445
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_exact_doc_dedup,numeric,10,1.0,0.9,0.845,0.925,0.865496063702372
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6411507936507936,0.8533333333333333,0.7324353883865171
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9177777777777777,0.9295617602411513
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,1.0,1.0
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_gold_family_oracle,evidence,20,0.95,0.9,0.95,0.8766666666666666,0.894342640361727
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_gold_family_oracle,numeric,10,1.0,0.9,0.9,0.9,0.9
vector_0.4_bm25_0.6_top20,vector_0.4_bm25_0.6,20,gte,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_raw,all,30,0.9333333333333333,0.7333333333333333,0.775,0.5355555555555556,0.5757859162265218
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_raw,evidence,20,0.9,0.75,0.7125,0.6199999999999999,0.6128787801395787
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_raw,numeric,10,1.0,0.8,0.725,0.6366666666666666,0.6082874540068094
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_raw,semantic,10,0.8,0.7,0.7,0.6033333333333333,0.6174701062723483
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_raw,all,30,0.9333333333333333,0.9333333333333333,0.6444677440585369,0.8972222222222221,0.7989469021033717
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_raw,evidence,20,0.9,0.9,0.6416558441558441,0.8791666666666667,0.7484203531550575
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_raw,numeric,10,1.0,1.0,0.7045238095238096,0.9333333333333332,0.792000921150885
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_raw,semantic,10,0.8,0.8,0.5787878787878789,0.825,0.7048397851592301
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_exact_doc_dedup,all,30,0.9333333333333333,0.8,0.8,0.6205555555555555,0.6441767378744906
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143119
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_exact_doc_dedup,evidence,20,0.9,0.75,0.75,0.7058333333333333,0.6823467177045799
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7583333333333333,0.7103163044939572
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,strict_exact_doc_dedup,semantic,10,0.8,0.7,0.7,0.6533333333333334,0.6543771309152026
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_exact_doc_dedup,all,30,0.9333333333333333,0.9333333333333333,0.6902513227513227,0.9038888888888889,0.8018386500100548
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.9,0.6934325396825396,0.8891666666666665,0.7593182288906993
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.9333333333333332,0.8051214289021191
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_exact_doc_dedup,semantic,10,0.8,0.8,0.6051984126984127,0.845,0.7135150288792794
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_gold_family_oracle,all,30,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.8972222222222221,0.9143558852691132
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,0.95,0.8791666666666667,0.8965338279036696
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,no_reranker,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,0.9,0.825,0.8430676558073393
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_raw,all,30,0.9666666666666667,0.5666666666666667,0.7166666666666667,0.4394444444444444,0.48729007242649736
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_raw,card,10,1.0,0.6,0.8,0.31666666666666665,0.43850721304326157
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_raw,evidence,20,0.95,0.55,0.675,0.5008333333333332,0.5116815021181151
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_raw,numeric,10,1.0,0.4,0.6,0.2516666666666667,0.3312590976185401
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_raw,semantic,10,0.9,0.7,0.75,0.75,0.6921039066176901
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_raw,all,30,0.9666666666666667,0.9333333333333333,0.6711832950132183,0.9011111111111111,0.8323006689171044
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_raw,card,10,1.0,1.0,0.6688493078390776,1.0,0.9722726572644952
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_raw,evidence,20,0.95,0.9,0.6723502886002886,0.8516666666666666,0.7623146747434093
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_raw,numeric,10,1.0,0.9,0.7095238095238096,0.85,0.7812818355391018
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_raw,semantic,10,0.9,0.9,0.6351767676767677,0.8533333333333333,0.7433475139477166
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_exact_doc_dedup,all,30,0.9666666666666667,0.7,0.7916666666666666,0.48388888888888887,0.5440938014928032
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_exact_doc_dedup,card,10,1.0,0.8,0.9,0.38666666666666666,0.5172431328663287
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_exact_doc_dedup,evidence,20,0.95,0.65,0.7375,0.5325,0.5575191358060403
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_exact_doc_dedup,numeric,10,1.0,0.5,0.725,0.3066666666666667,0.41600202080172977
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.7583333333333334,0.6990362508103507
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9333333333333333,0.7294576719576719,0.9094444444444444,0.8446623059014103
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.7147222222222223,1.0,0.9722726572644952
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.9,0.7368253968253968,0.8641666666666665,0.7808571302198681
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_exact_doc_dedup,numeric,10,1.0,0.9,0.82,0.875,0.8230364750944993
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6536507936507936,0.8533333333333333,0.7386777853452366
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9011111111111111,0.9172594186935332
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,1.0,1.0
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_gold_family_oracle,evidence,20,0.95,0.9,0.95,0.8516666666666666,0.8758891280402998
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_gold_family_oracle,numeric,10,1.0,0.9,0.9,0.85,0.8630929753571458
vector_0.4_bm25_0.6_top50,vector_0.4_bm25_0.6,50,gte,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_raw,all,30,0.9333333333333333,0.7,0.775,0.5383333333333333,0.5748919839559729
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_raw,card,10,1.0,0.6,0.9,0.4083333333333333,0.5315748688506009
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_raw,evidence,20,0.9,0.75,0.7125,0.6033333333333333,0.5965505415086586
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6125380013878232
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_raw,semantic,10,0.8,0.7,0.7,0.5533333333333333,0.580563081629494
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_raw,all,30,0.9333333333333333,0.9333333333333333,0.6540329614498414,0.9083333333333333,0.8196699184308482
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_raw,card,10,1.0,1.0,0.6587871960378353,0.95,0.9360054614577233
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_raw,evidence,20,0.9,0.9,0.6516558441558441,0.8875,0.7615021469174105
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_raw,numeric,10,1.0,1.0,0.7245238095238096,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_raw,semantic,10,0.8,0.8,0.5787878787878789,0.825,0.7048397851592301
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_exact_doc_dedup,all,30,0.9333333333333333,0.8,0.8,0.6038888888888889,0.6380504408171312
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.5,0.6047438028571661
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_exact_doc_dedup,evidence,20,0.9,0.75,0.75,0.6558333333333333,0.6547037597971139
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7083333333333333,0.6919374133218793
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,strict_exact_doc_dedup,semantic,10,0.8,0.7,0.7,0.6033333333333333,0.6174701062723483
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_exact_doc_dedup,all,30,0.9333333333333333,0.9333333333333333,0.6860846560846561,0.9083333333333333,0.8045722135915402
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.95,0.8951576109709845
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.9,0.6871825396825396,0.8875,0.759279514901818
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_exact_doc_dedup,semantic,10,0.8,0.8,0.5926984126984127,0.825,0.7003945211280451
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_gold_family_oracle,all,30,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9083333333333333,0.9230845355072103
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,0.95,0.8875,0.9030803155822426
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,no_reranker,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,0.9,0.825,0.8430676558073393
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_raw,all,30,0.9333333333333333,0.5666666666666667,0.7166666666666667,0.43444444444444447,0.48818575275327375
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_raw,card,10,1.0,0.6,0.8,0.31666666666666665,0.43850721304326157
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_raw,evidence,20,0.9,0.55,0.675,0.49333333333333335,0.5130250226082798
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_raw,numeric,10,0.9,0.4,0.65,0.26166666666666666,0.3603529508561286
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_raw,semantic,10,0.9,0.7,0.7,0.725,0.665697094360431
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_raw,all,30,0.9333333333333333,0.9333333333333333,0.6791255540424338,0.9177777777777777,0.8429007192412139
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_raw,card,10,1.0,1.0,0.6787871960378353,1.0,0.9722726572644952
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_raw,evidence,20,0.9,0.9,0.679294733044733,0.8766666666666666,0.7782147502295733
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_raw,numeric,10,0.9,0.9,0.7345238095238096,0.9,0.8193243834701498
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_raw,semantic,10,0.9,0.9,0.6240656565656566,0.8533333333333333,0.737105116988997
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_exact_doc_dedup,all,30,0.9333333333333333,0.7333333333333333,0.7916666666666666,0.48166666666666663,0.5464063309465843
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_exact_doc_dedup,card,10,1.0,0.8,0.9,0.38666666666666666,0.5172431328663287
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_exact_doc_dedup,evidence,20,0.9,0.7,0.7375,0.5291666666666666,0.5609879299867119
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_exact_doc_dedup,numeric,10,0.9,0.6,0.775,0.325,0.4493464214203322
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.7,0.7333333333333334,0.6726294385530917
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_exact_doc_dedup,all,30,0.9333333333333333,0.9666666666666667,0.7375132275132275,0.9288888888888889,0.8560460813186564
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.7263888888888889,1.0,0.9722726572644952
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.95,0.7430753968253968,0.8933333333333333,0.7979327933457374
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_exact_doc_dedup,numeric,10,0.9,1.0,0.845,0.9333333333333333,0.8634301983049575
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6411507936507936,0.8533333333333333,0.7324353883865171
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_gold_family_oracle,all,30,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9177777777777777,0.9295617602411513
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,1.0,1.0
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,0.95,0.8766666666666666,0.894342640361727
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_gold_family_oracle,numeric,10,0.9,0.9,0.9,0.9,0.9
vector_0.5_bm25_0.5_top20,vector_0.5_bm25_0.5,20,gte,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_raw,all,30,0.9333333333333333,0.7,0.775,0.5383333333333333,0.5748919839559729
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_raw,card,10,1.0,0.6,0.9,0.4083333333333333,0.5315748688506009
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_raw,evidence,20,0.9,0.75,0.7125,0.6033333333333333,0.5965505415086586
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6125380013878232
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_raw,semantic,10,0.8,0.7,0.7,0.5533333333333333,0.580563081629494
