configuration,depth,system,lambda,view,group,denominator,card_hit_at_3,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6056004130264798
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,strict_raw,semantic,10,0.9,0.7,0.7,0.6033333333333333,0.6174701062723483
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6444677440585369,0.9,0.7976880163694564
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.8955829593231754
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_raw,evidence,20,0.95,0.95,0.6416558441558441,0.8833333333333332,0.7487405448925971
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_raw,numeric,10,1.0,1.0,0.7045238095238096,0.9333333333333332,0.7902901293465538
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_raw,semantic,10,0.9,0.9,0.5787878787878789,0.8333333333333334,0.7071909604386403
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8,0.8,0.6094444444444443,0.6345524073096169
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.41666666666666663,0.5416508275000204
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,strict_exact_doc_dedup,evidence,20,0.95,0.75,0.75,0.7058333333333333,0.6810031972144152
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7583333333333333,0.7076292635136278
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,strict_exact_doc_dedup,semantic,10,0.9,0.7,0.7,0.6533333333333334,0.6543771309152026
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6835846560846561,0.9066666666666667,0.7951209927539704
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8788515711635846
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6834325396825396,0.8933333333333333,0.7532557035491632
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7616666666666666,0.9333333333333332,0.7902901293465538
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6051984126984127,0.8533333333333333,0.7162212777517728
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,0.9166666666666666
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,0.95,0.8833333333333332,0.9
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6,20,mmr_0.9,0.9,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,0.9,0.8333333333333334,0.85
vector_0.4_bm25_0.6,50,no_mmr,,strict_raw,all,30,0.9333333333333333,0.7333333333333333,0.775,0.5355555555555556,0.5757859162265218
vector_0.4_bm25_0.6,50,no_mmr,,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
vector_0.4_bm25_0.6,50,no_mmr,,strict_raw,evidence,20,0.9,0.75,0.7125,0.6199999999999999,0.6128787801395787
vector_0.4_bm25_0.6,50,no_mmr,,strict_raw,numeric,10,1.0,0.8,0.725,0.6366666666666666,0.6082874540068094
vector_0.4_bm25_0.6,50,no_mmr,,strict_raw,semantic,10,0.8,0.7,0.7,0.6033333333333333,0.6174701062723483
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_raw,all,30,0.9333333333333333,0.9333333333333333,0.6444677440585369,0.8972222222222221,0.7989469021033717
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_raw,evidence,20,0.9,0.9,0.6416558441558441,0.8791666666666667,0.7484203531550575
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_raw,numeric,10,1.0,1.0,0.7045238095238096,0.9333333333333332,0.792000921150885
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_raw,semantic,10,0.8,0.8,0.5787878787878789,0.825,0.7048397851592301
vector_0.4_bm25_0.6,50,no_mmr,,strict_exact_doc_dedup,all,30,0.9333333333333333,0.8,0.8,0.6205555555555555,0.6441767378744906
vector_0.4_bm25_0.6,50,no_mmr,,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143119
vector_0.4_bm25_0.6,50,no_mmr,,strict_exact_doc_dedup,evidence,20,0.9,0.75,0.75,0.7058333333333333,0.6823467177045799
vector_0.4_bm25_0.6,50,no_mmr,,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7583333333333333,0.7103163044939572
vector_0.4_bm25_0.6,50,no_mmr,,strict_exact_doc_dedup,semantic,10,0.8,0.7,0.7,0.6533333333333334,0.6543771309152026
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_exact_doc_dedup,all,30,0.9333333333333333,0.9333333333333333,0.6902513227513227,0.9038888888888889,0.8018386500100548
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.9,0.6934325396825396,0.8891666666666665,0.7593182288906993
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.9333333333333332,0.8051214289021191
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_exact_doc_dedup,semantic,10,0.8,0.8,0.6051984126984127,0.845,0.7135150288792794
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_gold_family_oracle,all,30,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.8972222222222221,0.9143558852691132
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,0.95,0.8791666666666667,0.8965338279036696
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6,50,no_mmr,,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,0.9,0.825,0.8430676558073393
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_raw,all,30,0.9666666666666667,0.7,0.75,0.5105555555555557,0.5328709425696
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_raw,card,10,1.0,0.7,0.9,0.30000000000000004,0.4492282869718244
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_raw,evidence,20,0.95,0.7,0.675,0.6158333333333333,0.5746922703684879
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_raw,numeric,10,1.0,0.9,0.65,0.6666666666666666,0.5588773423757772
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_raw,semantic,10,0.9,0.5,0.7,0.5650000000000001,0.5905071983611985
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6139254160162089,0.9194444444444444,0.7523058719077373
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_raw,card,10,1.0,1.0,0.6358058295782081,0.95,0.8701741134255911
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_raw,evidence,20,0.95,0.95,0.6029852092352093,0.9041666666666666,0.6933717511488104
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_raw,numeric,10,1.0,1.0,0.6202380952380953,0.9333333333333332,0.7039984963829052
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_raw,semantic,10,0.9,0.9,0.5857323232323233,0.875,0.6827450059147157
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_exact_doc_dedup,all,30,0.9666666666666667,0.7333333333333333,0.775,0.568888888888889,0.5852992987257389
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_exact_doc_dedup,card,10,1.0,0.7,0.9,0.30000000000000004,0.4492282869718244
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_exact_doc_dedup,evidence,20,0.95,0.75,0.7125,0.7033333333333334,0.6533348046026962
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_exact_doc_dedup,numeric,10,1.0,0.9,0.725,0.7666666666666666,0.6592300666515333
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,strict_exact_doc_dedup,semantic,10,0.9,0.6,0.7,0.64,0.6474395425538593
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6621560846560846,0.9194444444444444,0.7578171427816505
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6672222222222222,0.95,0.8600543176065794
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6596230158730159,0.9041666666666666,0.7066985553691859
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.6950000000000001,0.9333333333333332,0.7170253601676054
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6242460317460317,0.875,0.6963717505707664
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9194444444444444,0.939751202173877
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9041666666666666,0.9280803155822426
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6,50,mmr_0.7,0.7,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.875,0.9061606311644852
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_raw,all,30,0.9666666666666667,0.7333333333333333,0.7583333333333333,0.5244444444444445,0.5521086286924448
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_raw,card,10,1.0,0.8,0.9,0.33666666666666667,0.4779642067948915
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_raw,evidence,20,0.95,0.7,0.6875,0.6183333333333333,0.5891808396412215
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_raw,numeric,10,1.0,0.8,0.675,0.6583333333333333,0.5782350957482542
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_raw,semantic,10,0.9,0.6,0.7,0.5783333333333334,0.6001265835341887
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6356714477622407,0.9177777777777777,0.7813417109572188
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.95,0.8943092254611542
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_raw,evidence,20,0.95,0.95,0.6284613997113997,0.9016666666666666,0.7248579537052511
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_raw,numeric,10,1.0,1.0,0.6795238095238095,0.9333333333333332,0.7605486540980129
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_raw,semantic,10,0.9,0.9,0.57739898989899,0.8699999999999999,0.689167253312489
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_exact_doc_dedup,all,30,0.9666666666666667,0.7333333333333333,0.7833333333333333,0.5872222222222222,0.6080513202647071
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_exact_doc_dedup,card,10,1.0,0.8,0.9,0.35833333333333334,0.49543955723592237
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_exact_doc_dedup,evidence,20,0.95,0.7,0.725,0.7016666666666665,0.6643572017790995
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.75,0.7583333333333333,0.6785878200240102
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,strict_exact_doc_dedup,semantic,10,0.9,0.6,0.7,0.645,0.6501265835341886
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.670489417989418,0.9177777777777777,0.7767600234812099
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.95,0.8826890736760312
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6637896825396825,0.9016666666666666,0.7237954983837991
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7366666666666666,0.9333333333333332,0.7617124931237543
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.5909126984126984,0.8699999999999999,0.6858785036438438
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9177777777777777,0.9382904104792485
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9016666666666666,0.9258891280402999
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6,50,mmr_0.8,0.8,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8699999999999999,0.9017782560805999
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_raw,all,30,0.9666666666666667,0.7333333333333333,0.775,0.5394444444444443,0.5734294442051169
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_raw,card,10,1.0,0.7,0.9,0.3616666666666667,0.49721781331652226
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_raw,evidence,20,0.95,0.75,0.7125,0.6283333333333333,0.6115352596494141
