weight,variant,system,view,group,denominator,card_hit_at_3,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5
vector_0.4_bm25_0.6,leaf_only_top20,no_reranker,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,1.0,0.845,0.8817529365307936
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,strict_raw,evidence,20,0.9,0.8,0.7875,0.6266666666666667,0.653027914894212
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,strict_raw,numeric,10,0.9,0.8,0.825,0.5033333333333333,0.5966136446012569
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,strict_raw,semantic,10,0.9,0.8,0.75,0.75,0.7094421851871671
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_raw,evidence,20,0.9,0.9,0.5029635642135643,0.8533333333333333,0.6296917560915588
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_raw,numeric,10,0.9,0.9,0.5526190476190476,0.8533333333333333,0.6568720685573524
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_raw,semantic,10,0.9,0.9,0.45330808080808077,0.8533333333333333,0.6025114436257654
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,strict_exact_doc_dedup,evidence,20,0.9,0.85,0.8,0.6916666666666667,0.70228558936283
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,strict_exact_doc_dedup,numeric,10,0.9,0.9,0.85,0.5833333333333333,0.6582219688956387
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.8,0.7463492098300213
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.95,0.4983531746031746,0.8683333333333334,0.6003311284142272
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_exact_doc_dedup,numeric,10,0.9,1.0,0.5533333333333333,0.8833333333333334,0.6296501016731578
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.44337301587301586,0.8533333333333333,0.5710121551552966
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_gold_family_oracle,numeric,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6,leaf_only_top20,gte_original,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,strict_raw,evidence,20,0.95,0.8,0.85,0.6224999999999999,0.6548761954135328
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,strict_raw,numeric,10,1.0,0.8,0.95,0.645,0.6967536934786986
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,strict_raw,semantic,10,0.9,0.8,0.75,0.6,0.6129986973483669
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_raw,evidence,20,0.95,0.95,0.5509397546897546,0.9625,0.6960417421513408
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_raw,numeric,10,1.0,1.0,0.5835714285714285,1.0,0.7100432852887855
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_raw,semantic,10,0.9,0.9,0.5183080808080808,0.925,0.6820401990138962
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.9,0.735,0.7518633786262665
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.95,0.75,0.7782287298950035
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.85,0.72,0.7254980273575296
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.5375198412698412,0.9625,0.653206244790219
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5616666666666666,1.0,0.6536656603941695
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.5133730158730159,0.925,0.6527468291862686
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9625,0.9715338279036697
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,1.0,1.0
vector_0.4_bm25_0.6,leaf_only_top20,gte_augmented,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.925,0.9430676558073394
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,strict_raw,evidence,20,0.95,0.8,0.85,0.6141666666666666,0.6469870110785435
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,strict_raw,numeric,10,1.0,0.8,0.9,0.645,0.6703485288889364
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,strict_raw,semantic,10,0.9,0.8,0.8,0.5833333333333333,0.6236254932681508
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_raw,evidence,20,0.95,0.95,0.5513185425685425,0.9375,0.6870839668841351
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_raw,numeric,10,1.0,1.0,0.5752380952380952,0.95,0.6851514817985886
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_raw,semantic,10,0.9,0.9,0.5273989898989899,0.925,0.6890164519696816
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,strict_exact_doc_dedup,evidence,20,0.95,0.85,0.9,0.6783333333333333,0.7023426311367499
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,strict_exact_doc_dedup,numeric,10,1.0,0.9,0.9,0.7033333333333334,0.7054674636390404
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.9,0.6533333333333333,0.6992177986344592
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.5430753968253967,0.9375,0.6498153349436301
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5616666666666666,0.95,0.6399075877452061
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.5244841269841269,0.925,0.6597230821420541
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9375,0.9530803155822426
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.4_bm25_0.6,leaf_only_top20,bge_original,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.925,0.9430676558073394
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,strict_raw,evidence,20,0.95,0.9,0.8375,0.625,0.6526691404348007
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,strict_raw,numeric,10,1.0,1.0,0.925,0.6,0.6697101449681429
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,strict_raw,semantic,10,0.9,0.8,0.75,0.65,0.6356281359014585
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_raw,evidence,20,0.95,0.95,0.5566756854256855,0.9625,0.7132928887687754
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_raw,numeric,10,1.0,1.0,0.5859523809523809,1.0,0.7375693255678691
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_raw,semantic,10,0.9,0.9,0.5273989898989899,0.925,0.6890164519696816
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,strict_exact_doc_dedup,evidence,20,0.95,0.9,0.925,0.735,0.764035044229811
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,strict_exact_doc_dedup,numeric,10,1.0,1.0,0.95,0.75,0.7931298759149253
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.9,0.72,0.7349402125446967
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.5555753968253968,0.9625,0.6790823182737888
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5866666666666667,1.0,0.6984415544055236
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.5244841269841269,0.925,0.6597230821420541
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9625,0.9715338279036697
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,1.0,1.0
vector_0.4_bm25_0.6,leaf_only_top20,bge_augmented,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.925,0.9430676558073394
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,strict_raw,evidence,20,0.9,0.8,0.75,0.6458333333333333,0.6563004388123792
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,strict_raw,numeric,10,1.0,0.9,0.8,0.6833333333333333,0.6924437303720807
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,strict_raw,semantic,10,0.8,0.7,0.7,0.6083333333333333,0.6201571472526777
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_raw,evidence,20,0.9,0.9,0.5184018759018759,0.8891666666666668,0.6618436426922727
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_raw,numeric,10,1.0,1.0,0.5419047619047619,0.9333333333333333,0.6746982588516373
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_raw,semantic,10,0.8,0.8,0.49489898989898984,0.845,0.6489890265329084
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,strict_exact_doc_dedup,evidence,20,0.9,0.8,0.75,0.7208333333333333,0.7020506525411576
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,strict_exact_doc_dedup,numeric,10,1.0,0.9,0.8,0.7833333333333333,0.7470371331867833
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,strict_exact_doc_dedup,semantic,10,0.8,0.7,0.7,0.6583333333333333,0.657064171895532
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.9,0.506765873015873,0.8916666666666666,0.6215684185189324
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5283333333333333,0.9333333333333333,0.6239363071710939
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_exact_doc_dedup,semantic,10,0.8,0.8,0.4851984126984127,0.85,0.6192005298667709
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,1.0,0.8891666666666668,0.9158764682653967
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333333,0.95
vector_0.4_bm25_0.6,leaf_available_from_original_top50,no_reranker,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,1.0,0.845,0.8817529365307936
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,strict_raw,evidence,20,0.9,0.8,0.7875,0.6391666666666667,0.6543714353843767
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,strict_raw,numeric,10,0.9,0.8,0.775,0.5033333333333333,0.5728938733243272
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,strict_raw,semantic,10,0.9,0.8,0.8,0.775,0.7358489974444262
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_raw,evidence,20,0.9,0.9,0.4960191197691198,0.8533333333333333,0.6238164470873455
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_raw,numeric,10,0.9,0.9,0.5276190476190477,0.8533333333333333,0.6417701067345718
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_raw,semantic,10,0.9,0.9,0.4644191919191919,0.8533333333333333,0.6058627874401193
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,strict_exact_doc_dedup,evidence,20,0.9,0.85,0.8,0.7041666666666667,0.7036291098529948
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,strict_exact_doc_dedup,numeric,10,0.9,0.9,0.8,0.5833333333333333,0.6345021976187091
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.8,0.825,0.7727560220872804
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.95,0.4921031746031746,0.8683333333333334,0.5944558194100139
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_exact_doc_dedup,numeric,10,0.9,1.0,0.5283333333333333,0.8833333333333334,0.6145481398503774
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.4558730158730159,0.8533333333333333,0.5743634989696507
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_gold_family_oracle,numeric,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_original,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,strict_raw,evidence,20,0.95,0.8,0.875,0.6325000000000001,0.6667360810519976
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,strict_raw,numeric,10,1.0,0.8,0.95,0.645,0.6967536934786986
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,strict_raw,semantic,10,0.9,0.8,0.8,0.62,0.6367184686252965
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_raw,evidence,20,0.95,0.95,0.5564953102453102,0.9625,0.7026019960269579
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_raw,numeric,10,1.0,1.0,0.5835714285714285,1.0,0.7100432852887855
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_raw,semantic,10,0.9,0.9,0.5294191919191918,0.925,0.6951607067651304
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.925,0.745,0.7637232642647314
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.95,0.75,0.7782287298950035
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.9,0.74,0.7492177986344591
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.5437698412698413,0.9625,0.6597664986658361
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5616666666666666,1.0,0.6536656603941695
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.5258730158730158,0.925,0.6658673369375028
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9625,0.9715338279036697
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,1.0,1.0
vector_0.4_bm25_0.6,leaf_available_from_original_top50,gte_augmented,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.925,0.9430676558073394
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,strict_raw,evidence,20,0.95,0.85,0.8,0.6541666666666667,0.6464418447166246
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,strict_raw,numeric,10,1.0,0.8,0.75,0.625,0.6079434768885525
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,strict_raw,semantic,10,0.9,0.9,0.85,0.6833333333333333,0.6849402125446966
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_raw,evidence,20,0.95,0.95,0.533262987012987,0.9375,0.6884586270747389
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_raw,numeric,10,1.0,1.0,0.516904761904762,0.95,0.6518953407220728
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_raw,semantic,10,0.9,0.9,0.5496212121212121,0.925,0.7250219134274051
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,strict_exact_doc_dedup,evidence,20,0.95,0.9,0.85,0.7183333333333334,0.7017974647748308
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,strict_exact_doc_dedup,numeric,10,1.0,0.9,0.75,0.6833333333333333,0.6430624116386567
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,strict_exact_doc_dedup,semantic,10,0.9,0.9,0.95,0.7533333333333333,0.760532517911005
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.5264087301587301,0.9375,0.6511899951342339
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5033333333333333,0.95,0.6066514466686904
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.549484126984127,0.925,0.6957285435997774
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9375,0.9530803155822426
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_original,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.925,0.9430676558073394
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,strict_raw,evidence,20,0.95,0.95,0.8625,0.65,0.6720117807965278
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,strict_raw,numeric,10,1.0,1.0,0.925,0.6,0.6697101449681429
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,strict_raw,semantic,10,0.9,0.9,0.8,0.7,0.6743134166249127
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_raw,evidence,20,0.95,0.95,0.5677867965367965,0.9625,0.730552455881119
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_raw,numeric,10,1.0,1.0,0.5859523809523809,1.0,0.7337318230554225
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_raw,semantic,10,0.9,0.9,0.5496212121212121,0.925,0.7273730887068153
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,strict_exact_doc_dedup,evidence,20,0.95,0.95,0.95,0.76,0.7833776845915381
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,strict_exact_doc_dedup,numeric,10,1.0,1.0,0.95,0.75,0.7931298759149253
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,strict_exact_doc_dedup,semantic,10,0.9,0.9,0.95,0.77,0.7736254932681508
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.5680753968253968,0.9625,0.6957050184551217
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5866666666666667,1.0,0.6933303180310557
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.549484126984127,0.925,0.6980797188791876
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.9625,0.9715338279036697
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,1.0,1.0
vector_0.4_bm25_0.6,leaf_available_from_original_top50,bge_augmented,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.925,0.9430676558073394
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,strict_raw,evidence,20,0.9,0.8,0.75,0.6458333333333333,0.647036372076991
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,strict_raw,numeric,10,1.0,0.9,0.8,0.7333333333333333,0.7108226215441585
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,strict_raw,semantic,10,0.8,0.7,0.7,0.5583333333333333,0.5832501226098235
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_raw,evidence,20,0.9,0.9,0.5128463203463204,0.8875,0.6597086406506267
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_raw,numeric,10,1.0,1.0,0.5419047619047619,0.95,0.6835487625195793
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_raw,semantic,10,0.8,0.8,0.48378787878787877,0.825,0.6358685187816742
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,strict_exact_doc_dedup,evidence,20,0.9,0.8,0.75,0.6958333333333333,0.6835971402197305
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,strict_exact_doc_dedup,numeric,10,1.0,0.9,0.8,0.7833333333333333,0.7470371331867833
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,strict_exact_doc_dedup,semantic,10,0.8,0.7,0.7,0.6083333333333333,0.6201571472526777
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.9,0.506765873015873,0.8975,0.6252505067363852
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.5283333333333333,0.95,0.632786810839036
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_exact_doc_dedup,semantic,10,0.8,0.8,0.4851984126984127,0.845,0.6177142026337343
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,0.95,0.8875,0.9030803155822426
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5,leaf_only_top20,no_reranker,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,0.9,0.825,0.8430676558073393
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,strict_raw,evidence,20,0.9,0.8,0.7875,0.6391666666666667,0.6543714353843767
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,strict_raw,numeric,10,0.9,0.8,0.775,0.5033333333333333,0.5728938733243272
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,strict_raw,semantic,10,0.9,0.8,0.8,0.775,0.7358489974444262
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,answer_bearing_raw,evidence,20,0.9,0.9,0.4960191197691198,0.8533333333333333,0.6238164470873455
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,answer_bearing_raw,numeric,10,0.9,0.9,0.5276190476190477,0.8533333333333333,0.6417701067345718
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,answer_bearing_raw,semantic,10,0.9,0.9,0.4644191919191919,0.8533333333333333,0.6058627874401193
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,strict_exact_doc_dedup,evidence,20,0.9,0.85,0.8,0.7041666666666667,0.7036291098529948
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,strict_exact_doc_dedup,numeric,10,0.9,0.9,0.8,0.5833333333333333,0.6345021976187091
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.8,0.825,0.7727560220872804
vector_0.5_bm25_0.5,leaf_only_top20,gte_original,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.95,0.4921031746031746,0.8683333333333334,0.5944558194100139
